name,mean_us,stddev_us,throughput_gops,gpu,cuda_runtime,git_sha
"serial_two_phase_stream",8.27796666667,2.44991651488,0,"NVIDIA GeForce RTX 5070 Ti","13.0","d56d6a57285bd4305544d6f6f632dff9ac03dca5"
"two_kernels_sync",24.4346,70.3736020666,0,"NVIDIA GeForce RTX 5070 Ti","13.0","d56d6a57285bd4305544d6f6f632dff9ac03dca5"
"fused_pipeline",6.334,0.406453118983,0,"NVIDIA GeForce RTX 5070 Ti","13.0","d56d6a57285bd4305544d6f6f632dff9ac03dca5"
